detour_distance_km,detour_time_min,pickup_zone_risk,expected_extra_profit,fuel_cost_estimate,hour_of_day,is_raining,driver_historical_acceptance,target_accepted
12.43,24.83,0.21,88.02,24.86,10,0,0.89,1
8.02,9.17,0.35,110.72,16.03,11,0,0.75,1
7.2,10.12,0.6,62.37,14.39,19,0,0.71,1
5.06,6.55,0.41,78.0,10.12,19,0,0.48,1
8.92,18.95,0.38,110.39,17.85,9,0,0.76,1
11.08,16.76,0.33,147.9,22.17,0,0,0.8,1
6.46,8.9,0.22,82.37,12.92,15,1,0.86,1
9.62,13.91,0.19,135.15,19.25,6,0,0.44,1
10.64,11.36,0.22,107.98,21.28,23,0,0.75,1
10.81,11.7,0.12,99.0,21.62,15,0,0.6,1
1.25,1.28,0.4,29.72,2.51,13,1,0.81,1
12.97,17.28,0.35,116.63,25.93,3,0,0.73,1
7.14,7.3,0.09,75.77,14.29,2,1,0.6,1
4.31,4.92,0.08,68.2,8.61,18,1,0.95,1
4.01,8.84,0.29,56.63,8.01,22,1,0.64,1
7.5,13.15,0.13,95.64,15.01,21,1,0.61,1
13.36,31.15,0.16,113.72,26.72,16,0,0.64,1
5.99,23.65,0.23,91.41,11.97,11,0,0.42,1
11.37,29.08,0.17,99.2,22.74,16,0,0.46,1
1.9,7.52,0.06,31.64,3.81,0,0,0.88,1
7.4,9.37,0.26,97.34,14.81,20,0,0.71,1
14.88,26.14,0.49,181.79,29.76,0,0,0.78,1
11.67,24.09,0.32,110.53,23.34,22,0,0.74,1
3.55,4.33,0.28,51.22,7.11,10,0,0.74,1
7.77,8.89,0.3,81.38,15.54,2,0,0.69,1
3.89,3.96,0.53,47.44,7.78,3,0,0.61,1
6.44,8.8,0.18,88.85,12.88,6,0,0.79,1
11.81,19.81,0.5,141.65,23.62,17,0,0.73,1
11.68,24.39,0.47,118.1,23.37,19,0,0.53,1
3.81,9.14,0.15,51.18,7.61,6,1,0.79,1
13.87,33.86,0.18,106.86,27.74,10,0,0.93,1
9.09,16.33,0.23,106.02,18.18,13,0,0.75,1
6.01,6.05,0.48,88.9,12.02,7,0,0.61,1
7.78,31.03,0.36,98.03,15.56,19,0,0.74,1
9.27,23.31,0.22,99.23,18.55,15,0,0.82,1
8.62,22.03,0.29,65.42,17.24,17,0,0.54,1
7.55,9.59,0.22,106.95,15.11,11,1,0.63,1
7.82,15.21,0.48,75.97,15.64,8,0,0.7,1
3.06,5.16,0.38,41.71,6.12,19,0,0.65,1
12.28,33.99,0.28,121.8,24.57,8,0,0.73,1
8.36,15.09,0.15,86.88,16.71,20,0,0.91,1
2.4,7.33,0.54,48.18,4.8,12,1,0.48,1
11.61,17.87,0.36,91.46,23.22,5,0,0.49,1
14.02,43.35,0.29,157.73,28.04,21,0,0.64,0
14.24,16.89,0.23,101.82,28.47,4,0,0.74,1
5.85,8.67,0.29,60.59,11.7,9,0,0.51,1
2.46,3.11,0.39,44.79,4.93,22,0,0.97,1
8.02,14.22,0.28,105.2,16.03,10,0,0.83,1
2.13,3.98,0.15,37.67,4.27,13,0,0.5,1
14.04,43.39,0.06,167.81,28.09,22,0,0.71,0
3.16,4.92,0.2,56.51,6.32,15,0,0.76,1
4.17,6.55,0.58,68.11,8.33,6,0,0.57,1
6.4,10.64,0.2,67.31,12.79,21,1,0.45,1
6.06,7.52,0.04,63.51,12.11,17,0,0.58,1
12.02,13.75,0.42,141.25,24.05,7,0,0.85,1
7.12,8.75,0.46,88.17,14.23,13,1,0.51,1
2.98,8.32,0.16,43.05,5.95,9,1,0.9,1
4.37,6.11,0.36,48.88,8.75,13,0,0.56,1
7.88,25.41,0.35,93.53,15.76,19,0,0.31,1
2.64,3.42,0.12,41.14,5.28,21,0,0.88,1
9.37,17.47,0.14,75.51,18.74,12,0,0.63,1
8.7,24.91,0.42,102.46,17.41,22,0,0.66,1
10.86,12.12,0.23,127.37,21.73,16,0,0.74,1
14.1,19.84,0.5,126.42,28.19,5,0,0.5,1
13.73,26.6,0.26,168.58,27.46,14,1,0.54,1
14.22,52.07,0.5,98.42,28.44,7,1,0.64,0
4.05,6.2,0.25,54.3,8.1,4,0,0.85,1
2.41,2.55,0.43,48.16,4.82,7,0,0.74,1
4.88,7.0,0.26,50.93,9.77,21,0,0.74,1
13.48,13.77,0.35,103.65,26.96,22,1,0.85,1
14.59,41.42,0.1,131.66,29.19,8,0,0.82,0
12.96,19.17,0.2,109.12,25.92,6,1,0.57,1
2.1,2.47,0.24,33.73,4.19,17,0,0.58,1
14.24,22.1,0.19,185.85,28.48,13,0,0.78,1
6.64,20.86,0.26,69.22,13.28,7,0,0.68,1
0.63,0.92,0.47,23.44,1.27,0,1,0.68,1
6.91,9.76,0.02,98.13,13.83,16,0,0.4,1
1.17,1.47,0.09,29.5,2.34,5,0,0.7,1
8.39,10.22,0.39,105.13,16.77,13,0,0.82,1
5.41,6.53,0.16,60.95,10.82,23,1,0.65,1
7.36,9.85,0.58,105.04,14.73,16,0,0.67,1
9.39,22.8,0.37,85.87,18.78,16,0,0.93,1
13.1,23.68,0.03,146.25,26.2,11,1,0.6,1
10.1,12.14,0.09,128.76,20.2,20,1,0.97,1
6.79,7.04,0.3,65.28,13.59,15,1,0.46,1
12.38,40.04,0.48,151.38,24.76,2,1,0.77,0
13.63,20.92,0.19,163.75,27.26,16,0,0.45,1
2.24,4.62,0.17,46.28,4.47,1,0,0.79,1
8.21,19.6,0.13,114.12,16.43,12,1,0.56,1
4.63,7.35,0.62,55.71,9.25,13,0,0.52,1
1.18,1.68,0.38,30.8,2.36,3,0,0.61,1
10.19,39.61,0.27,137.0,20.39,23,0,0.6,1
13.01,15.58,0.08,85.45,26.02,5,0,0.69,1
2.86,3.31,0.06,46.88,5.72,19,0,0.81,1
12.28,12.61,0.18,99.91,24.56,22,0,0.88,1
12.87,33.4,0.25,150.95,25.75,8,0,0.99,1
13.76,19.77,0.15,165.49,27.52,13,1,0.67,1
4.35,7.63,0.22,63.43,8.69,21,0,0.66,1
13.61,27.15,0.27,182.91,27.21,16,0,0.72,1
5.15,7.64,0.14,63.02,10.3,7,0,0.63,1
8.51,10.17,0.09,95.98,17.02,18,0,0.36,1
1.23,4.61,0.22,29.69,2.46,20,0,0.74,1
1.14,1.16,0.41,33.43,2.27,1,0,0.52,1
10.95,12.77,0.08,145.43,21.89,16,0,0.7,1
6.94,8.54,0.18,102.69,13.89,6,1,0.63,1
4.22,5.14,0.2,70.15,8.43,2,0,0.53,1
3.26,6.02,0.33,56.75,6.52,3,0,0.6,1
10.21,12.55,0.22,137.63,20.43,17,0,0.55,1
0.51,0.94,0.19,22.95,1.01,13,1,0.72,1
12.19,13.19,0.13,95.73,24.37,19,1,0.63,1
1.65,4.31,0.25,38.46,3.3,12,0,0.73,1
3.28,6.98,0.45,53.05,6.55,16,0,0.51,1
6.1,9.19,0.38,87.87,12.2,11,0,0.76,1
7.53,15.39,0.14,98.24,15.06,6,0,0.94,1
5.65,9.94,0.06,53.76,11.29,2,0,0.74,1
5.15,8.32,0.4,78.8,10.3,4,0,0.86,1
14.48,16.22,0.07,170.54,28.95,20,0,0.66,1
9.8,15.26,0.31,108.18,19.61,19,0,0.65,1
0.84,1.61,0.03,27.33,1.68,0,1,0.8,1
6.74,15.46,0.57,80.75,13.48,13,0,0.67,1
13.19,23.7,0.04,121.98,26.38,8,0,0.86,1
4.87,7.65,0.36,71.74,9.74,20,0,0.68,1
1.87,2.31,0.42,41.26,3.74,14,0,0.73,1
11.5,33.74,0.11,97.84,22.99,1,1,0.63,0
9.29,22.31,0.17,68.91,18.57,17,0,0.51,1
8.77,16.4,0.33,76.3,17.54,3,0,0.68,1
1.28,2.45,0.36,33.15,2.55,1,0,0.66,1
2.54,4.67,0.1,48.11,5.07,12,0,0.62,1
9.53,11.27,0.14,90.88,19.05,20,0,0.77,1
3.51,7.12,0.52,41.32,7.03,17,0,0.86,1
7.81,12.47,0.13,105.98,15.62,19,0,0.88,1
8.4,11.7,0.16,74.63,16.8,3,0,0.68,1
4.61,10.87,0.24,50.86,9.22,2,0,0.61,1
14.25,18.06,0.11,100.5,28.5,6,0,0.58,1
12.72,19.26,0.13,164.61,25.43,1,0,1.0,1
10.97,18.76,0.33,99.97,21.95,13,0,0.89,1
1.63,1.9,0.12,30.12,3.26,4,0,0.71,1
2.04,4.71,0.22,43.81,4.08,1,0,0.4,1
7.65,8.38,0.27,76.18,15.29,8,1,0.68,1
2.83,4.22,0.34,48.96,5.66,15,0,0.83,1
14.68,20.77,0.05,117.11,29.37,21,1,0.59,1
2.8,3.09,0.41,48.23,5.6,7,1,0.53,1
7.57,8.77,0.46,70.14,15.14,5,0,0.8,1
5.78,8.24,0.33,74.7,11.56,2,0,0.7,1
9.77,11.99,0.57,99.01,19.54,6,0,0.71,1
2.37,4.12,0.19,45.11,4.74,17,0,0.7,1
6.74,10.2,0.08,88.15,13.48,15,0,0.5,1
4.48,15.12,0.41,71.77,8.97,3,0,0.6,1
13.37,42.13,0.1,122.12,26.74,20,0,0.69,0
1.09,1.25,0.09,31.19,2.18,3,0,0.51,1
13.75,46.65,0.24,181.99,27.5,15,0,0.56,0
12.58,33.36,0.05,112.5,25.16,17,0,0.92,1
4.81,5.69,0.2,53.85,9.63,1,0,0.74,1
11.94,47.62,0.23,144.03,23.89,21,0,0.73,0
0.95,2.06,0.34,27.73,1.91,11,0,0.81,1
14.52,21.1,0.5,133.12,29.04,8,1,0.79,1
8.14,11.68,0.44,91.75,16.27,6,0,0.72,1
4.9,5.88,0.12,76.56,9.8,7,0,0.59,1
5.76,9.15,0.13,52.17,11.51,5,0,0.55,1
1.46,2.31,0.22,32.08,2.93,11,0,0.75,1
14.85,18.7,0.2,105.67,29.69,7,0,0.93,1
1.07,1.71,0.32,31.97,2.14,9,0,0.35,1
10.0,14.15,0.16,79.55,19.99,3,0,0.82,1
6.92,7.49,0.39,58.94,13.84,9,0,0.51,1
14.26,25.87,0.24,187.49,28.52,6,1,0.76,1
4.07,7.55,0.33,56.37,8.13,18,0,0.67,1
8.22,32.51,0.43,108.57,16.43,2,0,0.64,1
7.49,10.55,0.28,82.14,14.99,11,1,0.71,1
10.69,39.26,0.29,106.06,21.38,18,0,0.78,0
1.49,2.37,0.46,36.91,2.97,9,0,0.87,1
3.31,3.88,0.51,59.48,6.62,20,0,0.6,1
3.61,5.45,0.15,53.69,7.22,5,0,0.77,1
11.2,24.77,0.35,148.02,22.41,19,1,0.75,1
3.24,3.86,0.36,55.79,6.49,14,0,0.76,1
8.82,19.49,0.34,97.65,17.63,20,0,0.68,1
3.62,4.53,0.79,61.96,7.24,18,1,0.78,1
12.99,18.36,0.18,104.07,25.99,10,0,0.98,1
14.16,37.51,0.33,178.52,28.32,7,0,0.73,1
8.02,8.63,0.08,77.45,16.04,9,0,0.68,1
5.61,14.0,0.24,49.24,11.22,21,0,0.67,1
3.89,3.92,0.19,60.92,7.79,13,0,0.73,1
1.22,4.78,0.08,34.06,2.44,19,0,0.68,1
4.39,9.81,0.08,48.63,8.79,13,0,0.95,1
9.99,24.97,0.55,107.27,19.97,14,1,0.53,1
8.24,31.62,0.38,104.4,16.47,11,0,0.91,1
14.19,17.75,0.07,123.88,28.38,16,0,0.64,1
6.25,8.11,0.14,57.65,12.49,9,0,0.69,1
10.56,12.51,0.27,101.8,21.12,11,1,0.79,1
7.6,17.16,0.16,82.25,15.19,18,0,0.62,1
7.93,13.6,0.3,100.87,15.86,7,0,0.61,1
4.38,5.89,0.28,48.01,8.77,15,0,0.57,1
7.1,12.24,0.14,95.98,14.19,17,0,0.59,1
7.33,9.48,0.17,82.39,14.65,19,0,0.73,1
10.75,14.81,0.07,141.73,21.49,9,1,1.0,1
14.14,42.08,0.41,146.7,28.28,20,0,0.79,0
5.28,6.31,0.5,62.88,10.55,10,0,0.82,1
1.11,1.41,0.07,27.79,2.22,5,0,0.53,1
7.7,10.37,0.07,64.21,15.39,17,0,0.54,1
8.39,22.92,0.31,83.82,16.79,12,1,0.82,1
2.94,6.52,0.6,43.23,5.88,10,0,0.41,1
11.53,21.15,0.22,123.49,23.05,13,0,0.69,1
14.78,32.14,0.11,182.88,29.56,13,0,0.87,1
14.21,33.77,0.34,137.22,28.43,22,0,0.67,1
3.36,3.93,0.68,44.18,6.72,3,0,0.67,1
13.19,18.11,0.41,166.61,26.39,9,0,0.81,1
10.72,15.9,0.23,128.62,21.43,19,0,0.67,1
7.08,16.88,0.32,70.62,14.16,17,1,0.85,1
8.34,8.88,0.11,71.44,16.68,8,0,0.61,1
12.82,32.59,0.33,110.21,25.64,20,0,0.88,1
7.46,8.82,0.26,63.77,14.92,12,1,0.7,1
5.91,6.06,0.38,86.94,11.82,22,0,0.5,1
7.65,9.62,0.38,91.03,15.3,18,0,0.74,1
8.9,8.95,0.39,118.27,17.79,7,0,0.49,1
3.24,4.39,0.33,54.82,6.48,10,1,0.7,1
13.56,32.83,0.55,102.36,27.13,22,0,0.55,1
10.28,25.51,0.53,103.24,20.55,7,0,0.44,1
9.68,19.62,0.19,134.3,19.36,17,1,0.4,1
1.94,7.61,0.13,32.89,3.89,23,0,0.82,1
9.26,12.16,0.32,69.56,18.52,16,0,0.53,1
2.25,4.99,0.29,36.73,4.51,9,1,0.78,1
1.64,1.91,0.57,34.08,3.28,21,0,0.77,1
8.15,15.68,0.35,63.92,16.29,21,0,0.9,1
6.34,10.39,0.39,70.64,12.68,9,0,0.77,1
9.04,9.28,0.38,81.22,18.08,22,0,0.38,1
1.79,4.16,0.59,31.63,3.59,3,0,0.85,1
6.75,8.53,0.02,66.21,13.5,7,0,0.66,1
3.03,3.72,0.04,37.41,6.07,1,1,0.92,1
14.81,35.63,0.29,102.01,29.63,13,0,0.73,1
8.64,13.8,0.04,99.21,17.27,7,0,0.8,1
10.47,20.42,0.39,141.79,20.94,22,0,0.83,1
5.22,6.3,0.19,75.49,10.44,21,0,0.58,1
1.87,2.61,0.12,40.31,3.75,13,0,0.81,1
14.65,24.14,0.14,168.63,29.3,7,0,0.76,1
4.65,5.57,0.52,74.38,9.3,17,0,0.81,1
6.65,15.59,0.2,97.44,13.29,7,0,0.72,1
9.92,12.17,0.26,123.68,19.85,9,0,0.63,1
0.86,0.95,0.13,28.59,1.72,3,1,0.53,1
12.25,13.48,0.23,107.42,24.5,10,0,0.69,1
8.28,9.88,0.26,66.69,16.56,13,0,0.82,1
4.53,8.15,0.19,45.62,9.07,22,1,0.69,1
1.39,1.41,0.08,34.15,2.79,15,0,0.77,1
2.86,5.34,0.33,34.85,5.71,9,0,0.27,1
13.48,18.49,0.05,164.41,26.96,14,1,0.86,1
10.45,28.17,0.6,99.04,20.89,7,0,0.81,1
4.12,4.18,0.24,46.16,8.25,14,0,0.75,1
1.45,1.87,0.16,31.4,2.9,18,0,0.88,1
10.51,12.9,0.13,124.33,21.03,7,0,0.72,1
8.8,29.4,0.52,80.95,17.6,16,0,0.85,1
6.37,7.74,0.55,59.56,12.73,17,0,0.69,1
5.77,6.95,0.4,78.68,11.54,1,0,0.64,1
3.64,4.83,0.3,60.68,7.29,4,0,0.74,1
10.21,21.77,0.11,112.89,20.42,15,0,0.52,1
14.57,23.61,0.27,146.32,29.15,23,1,0.87,1
3.05,9.16,0.19,51.34,6.1,16,0,0.87,1
9.16,15.17,0.1,112.76,18.32,14,0,0.97,1
6.65,15.36,0.4,53.55,13.3,18,0,0.69,1
6.98,13.63,0.09,68.65,13.95,23,0,0.72,1
4.19,11.25,0.18,68.23,8.37,22,0,0.72,1
12.46,29.5,0.15,166.1,24.93,21,0,0.64,1
7.54,24.51,0.18,84.6,15.07,14,1,0.74,1
8.38,8.91,0.28,94.75,16.76,12,0,0.75,1
4.92,7.59,0.27,44.62,9.84,16,1,0.32,1
3.14,5.73,0.27,50.44,6.27,19,0,0.55,1
1.75,2.68,0.53,31.32,3.49,11,1,0.86,1
10.85,15.05,0.26,83.99,21.71,2,0,0.74,1
3.35,3.55,0.28,43.86,6.69,9,0,0.43,1
10.51,27.36,0.29,121.43,21.01,9,1,0.55,1
6.16,13.06,0.14,69.62,12.32,22,1,0.71,1
6.53,6.65,0.48,68.6,13.06,12,0,0.57,1
7.3,13.82,0.21,93.67,14.61,23,0,0.78,1
5.83,21.85,0.37,82.38,11.66,6,0,0.76,1
1.96,5.43,0.16,41.71,3.92,4,0,0.78,1
4.99,18.5,0.42,60.48,9.98,8,0,0.71,1
10.12,10.2,0.14,121.49,20.25,3,0,0.69,1
10.15,22.11,0.45,133.69,20.31,2,0,0.96,1
4.65,4.93,0.06,72.84,9.3,10,0,0.57,1
7.17,7.19,0.13,80.56,14.34,23,0,0.27,1
3.3,4.72,0.72,44.75,6.61,16,0,0.44,1
3.55,12.92,0.43,60.12,7.1,1,0,0.57,1
0.83,2.68,0.2,25.7,1.67,20,0,0.99,1
13.5,22.09,0.25,162.83,27.01,8,0,0.84,1
3.56,6.41,0.39,60.39,7.11,5,0,0.52,1
3.8,5.39,0.27,58.67,7.6,22,0,0.56,1
4.55,7.86,0.52,64.44,9.11,11,0,0.76,1
2.35,2.47,0.15,32.57,4.69,18,0,0.67,1
9.77,15.01,0.28,82.76,19.54,20,0,0.52,1
1.59,2.06,0.33,35.36,3.18,3,0,0.51,1
2.45,2.65,0.31,45.67,4.89,10,0,0.57,1
9.85,27.35,0.22,73.62,19.7,4,0,0.54,0
5.43,12.85,0.24,47.85,10.85,19,0,0.57,1
10.77,32.57,0.28,97.3,21.53,5,1,0.72,1
8.58,24.19,0.56,101.66,17.17,19,0,0.73,1
4.21,6.64,0.19,56.16,8.42,21,0,0.4,1
9.94,20.24,0.5,70.27,19.87,15,0,0.69,1
2.19,3.85,0.49,33.25,4.37,10,0,0.6,1
8.28,8.39,0.45,104.98,16.56,23,0,0.75,1
6.84,18.61,0.15,68.44,13.68,8,1,0.84,1
4.38,6.69,0.22,45.52,8.77,21,0,0.78,1
9.26,28.56,0.35,69.59,18.52,22,0,0.51,1
13.13,26.87,0.42,163.86,26.27,1,0,0.72,1
14.98,23.21,0.36,144.39,29.97,3,0,0.85,1
9.31,9.7,0.4,99.4,18.63,15,1,0.62,1
6.37,11.72,0.12,54.58,12.74,3,0,0.26,1
3.77,12.61,0.14,51.71,7.53,8,1,0.81,1
4.23,7.81,0.14,60.25,8.46,21,0,0.51,1
7.45,20.74,0.25,63.67,14.9,7,0,0.9,1
5.83,13.79,0.34,85.93,11.65,6,0,0.64,1
13.75,19.27,0.16,164.15,27.5,17,1,0.85,1
5.84,19.43,0.5,81.98,11.68,20,0,0.55,1
5.91,9.88,0.44,71.79,11.83,8,0,0.65,1
6.06,8.57,0.51,64.47,12.12,9,0,0.77,1
12.63,22.3,0.68,139.78,25.26,21,0,0.88,1
9.94,37.59,0.16,85.36,19.87,10,0,0.76,1
9.41,9.51,0.33,76.04,18.81,1,0,0.74,1
5.35,10.17,0.19,66.87,10.69,18,0,0.75,1
12.36,14.82,0.04,123.21,24.72,9,0,0.52,1
1.06,2.14,0.22,26.39,2.11,14,0,0.83,1
13.13,21.65,0.72,134.37,26.25,17,0,0.35,1
7.93,14.66,0.63,90.03,15.87,4,0,0.77,1
6.27,12.38,0.19,89.65,12.55,11,0,0.41,1
7.71,28.94,0.23,99.51,15.42,7,0,0.7,1
10.18,19.57,0.2,86.39,20.36,5,0,0.64,1
0.69,0.75,0.18,27.35,1.37,23,0,0.64,1
13.14,17.11,0.3,174.8,26.28,0,1,0.75,1
6.98,19.43,0.4,89.89,13.96,12,0,0.69,1
5.47,7.89,0.32,77.52,10.95,14,0,0.77,1
2.5,2.72,0.02,37.19,5.01,10,0,0.8,1
6.87,8.87,0.09,102.08,13.74,22,1,0.28,1
7.7,21.29,0.23,67.99,15.39,3,1,0.94,1
6.35,7.05,0.09,85.16,12.71,7,1,0.53,1
10.34,21.72,0.13,100.31,20.68,6,0,0.75,1
6.6,11.18,0.24,69.51,13.21,12,0,0.84,1
14.44,22.4,0.14,121.03,28.88,20,0,0.8,1
9.19,10.35,0.03,94.32,18.38,4,1,0.84,1
12.21,12.87,0.32,148.63,24.42,0,0,0.52,1
2.09,2.2,0.07,44.17,4.17,15,0,0.69,1
6.26,24.46,0.06,69.55,12.52,10,0,0.81,1
5.38,5.72,0.21,71.48,10.77,21,0,0.65,1
8.76,30.12,0.22,112.11,17.51,17,0,0.83,1
12.99,28.9,0.37,94.0,25.97,23,0,0.76,1
1.64,2.57,0.26,39.18,3.27,8,0,0.71,1
1.55,2.55,0.36,30.06,3.1,3,0,0.86,1
12.83,18.24,0.24,166.33,25.66,6,0,0.41,1
3.59,5.88,0.19,62.7,7.17,22,0,0.44,1
10.2,10.72,0.37,78.15,20.39,6,0,0.8,1
8.37,19.45,0.1,114.18,16.74,12,0,0.69,1
12.58,27.61,0.02,139.31,25.15,18,0,0.68,1
2.31,2.46,0.09,44.82,4.63,6,0,0.68,1
2.38,7.74,0.33,33.73,4.76,20,0,0.89,1
8.57,12.12,0.31,112.94,17.15,6,0,0.63,1
14.22,18.68,0.26,153.44,28.44,12,0,0.74,1
6.52,10.36,0.04,75.88,13.03,3,0,0.74,1
5.24,6.8,0.16,66.75,10.48,11,0,0.86,1
9.3,24.49,0.31,114.93,18.59,7,0,0.74,1
13.99,15.73,0.25,119.11,27.98,15,0,0.76,1
12.64,35.59,0.14,166.63,25.27,10,1,0.51,1
14.93,27.12,0.39,126.83,29.87,3,0,0.52,1
0.83,2.7,0.19,29.22,1.65,20,0,0.56,1
2.14,3.24,0.16,30.86,4.27,14,0,0.66,1
9.34,12.41,0.29,126.59,18.67,11,0,0.58,1
12.4,12.97,0.19,155.9,24.8,22,0,0.69,1
4.64,5.76,0.61,47.21,9.27,1,0,0.66,1
3.97,6.05,0.29,60.31,7.94,22,0,0.37,1
11.91,12.55,0.31,110.75,23.82,22,0,0.64,1
1.32,2.16,0.27,31.01,2.64,5,0,0.59,1
5.86,8.73,0.03,52.09,11.71,17,0,0.84,1
7.83,11.24,0.33,70.83,15.67,23,0,0.77,1
8.63,15.47,0.26,120.7,17.25,21,0,0.87,1
11.06,12.59,0.06,107.7,22.13,11,0,0.88,1
5.65,14.52,0.04,49.25,11.29,15,0,1.0,1
9.38,14.09,0.39,100.75,18.77,0,0,0.59,1
8.99,11.35,0.22,127.52,17.98,18,0,0.79,1
8.44,9.1,0.28,81.87,16.88,3,0,0.64,1
9.79,10.72,0.64,78.61,19.57,9,0,0.65,1
4.26,6.75,0.27,60.51,8.52,9,0,0.51,1
1.73,2.36,0.06,39.76,3.45,23,0,0.57,1
2.23,4.09,0.36,44.56,4.46,6,0,0.96,1
3.76,6.25,0.52,56.06,7.51,5,0,0.67,1
7.75,8.34,0.2,68.76,15.51,21,0,0.46,1
12.69,13.38,0.3,153.09,25.37,11,0,0.59,1
10.67,11.58,0.32,134.82,21.34,9,0,0.66,1
11.94,33.75,0.13,150.72,23.88,11,1,0.53,1
5.59,6.3,0.55,63.75,11.18,12,1,0.8,1
6.37,6.62,0.43,70.06,12.73,14,0,0.67,1
6.21,11.92,0.13,57.78,12.42,20,0,0.75,1
3.28,5.14,0.46,54.16,6.56,12,0,0.44,1
1.39,1.66,0.15,34.1,2.78,18,0,0.52,1
9.07,13.5,0.26,71.67,18.14,15,0,0.53,1
14.84,14.92,0.44,96.31,29.69,10,1,0.85,1
2.92,4.93,0.35,54.04,5.84,0,1,0.66,1
1.18,1.5,0.41,26.03,2.35,17,0,0.75,1
11.8,13.98,0.09,130.95,23.61,6,0,1.0,1
4.16,6.71,0.45,54.03,8.32,11,0,0.6,1
12.53,14.04,0.28,150.84,25.06,17,0,0.68,1
10.71,16.23,0.07,80.11,21.41,11,0,0.67,1
14.21,25.44,0.35,158.95,28.42,8,0,0.5,1
6.43,19.43,0.27,79.82,12.86,16,0,0.76,1
10.1,18.53,0.08,130.83,20.2,3,0,0.56,1
7.24,9.05,0.13,82.48,14.48,23,0,0.47,1
9.64,10.25,0.25,117.38,19.29,23,0,0.11,1
7.02,16.0,0.37,76.6,14.04,3,0,0.71,1
3.24,6.26,0.26,58.46,6.47,19,0,0.72,1
7.86,21.52,0.5,90.12,15.73,19,0,0.8,1
8.16,10.63,0.22,103.89,16.33,0,0,0.92,1
12.25,12.63,0.14,89.24,24.51,2,0,0.69,1
11.17,15.28,0.38,111.99,22.33,18,0,0.69,1
10.12,14.2,0.72,75.19,20.25,20,1,0.43,1
2.14,3.22,0.07,32.55,4.29,7,1,1.0,1
10.95,34.61,0.12,113.54,21.9,20,0,0.24,0
7.75,9.73,0.2,77.9,15.51,19,0,0.67,1
13.46,19.19,0.43,130.66,26.93,22,0,0.93,1
13.84,18.55,0.29,137.25,27.68,0,0,0.62,1
1.3,1.41,0.3,27.95,2.6,5,0,0.49,1
12.4,14.8,0.38,113.75,24.8,8,0,0.79,1
1.05,1.25,0.17,31.54,2.09,17,1,0.98,1
5.82,6.16,0.25,84.04,11.65,8,0,1.0,1
8.36,8.43,0.11,90.54,16.73,22,1,0.55,1
2.65,3.86,0.3,47.12,5.29,22,0,0.77,1
11.32,34.14,0.49,136.33,22.64,19,0,0.88,1
0.62,1.05,0.28,23.3,1.24,9,0,0.79,1
2.94,3.5,0.44,47.32,5.89,15,0,0.77,1
8.92,32.95,0.38,114.85,17.84,20,1,0.62,1
10.86,37.1,0.1,119.44,21.72,11,0,0.65,1
13.79,45.91,0.2,141.24,27.58,5,0,0.61,0
10.73,13.44,0.54,113.55,21.46,13,0,0.49,1
10.24,16.36,0.53,107.62,20.48,21,0,0.55,1
6.22,11.81,0.25,84.97,12.44,7,0,0.56,1
0.52,1.58,0.06,24.93,1.04,14,0,0.84,1
2.24,2.81,0.27,34.59,4.48,9,0,0.79,1
8.25,16.81,0.21,86.28,16.5,4,0,0.66,1
10.29,22.92,0.22,109.52,20.58,19,0,0.61,1
6.55,8.86,0.26,71.98,13.11,15,0,0.35,1
11.09,16.58,0.08,93.93,22.19,23,0,0.64,1
8.07,15.46,0.07,67.38,16.13,7,0,0.73,1
1.58,2.16,0.28,29.17,3.15,10,1,1.0,1
3.28,7.24,0.03,43.23,6.57,2,0,0.85,1
12.68,14.99,0.18,119.14,25.36,1,0,0.71,1
11.01,26.09,0.34,127.69,22.02,0,0,0.69,1
13.47,36.5,0.35,180.27,26.95,0,0,0.53,1
2.2,2.63,0.72,44.87,4.41,19,1,0.73,1
14.86,19.03,0.34,178.92,29.72,9,0,0.73,1
3.54,9.14,0.45,57.83,7.07,17,0,0.74,1
0.67,1.99,0.4,26.15,1.34,15,0,0.56,1
14.96,17.03,0.07,121.29,29.93,18,0,0.95,1
4.58,5.5,0.29,57.99,9.15,15,0,0.98,1
10.19,20.56,0.39,81.1,20.37,2,0,0.69,1
3.06,4.12,0.12,47.45,6.12,6,0,0.82,1
8.91,25.98,0.19,66.0,17.83,5,0,0.46,1
13.61,21.59,0.34,106.09,27.22,10,0,0.51,1
5.14,19.48,0.27,71.35,10.29,4,0,0.79,1
10.22,18.79,0.15,90.9,20.44,8,0,0.78,1
3.22,10.53,0.43,45.6,6.45,3,0,0.78,1
9.56,15.77,0.29,123.48,19.12,11,1,0.7,1
5.38,9.5,0.28,48.57,10.76,9,0,0.82,1
3.56,6.11,0.56,38.38,7.13,2,0,0.54,1
5.04,17.75,0.19,53.29,10.08,22,0,0.65,1
3.09,5.93,0.19,50.29,6.19,6,0,1.0,1
13.58,16.61,0.2,110.33,27.16,1,0,0.67,1
6.26,11.88,0.24,89.14,12.52,7,0,0.86,1
4.06,5.16,0.16,50.27,8.11,12,0,0.66,1
7.0,13.28,0.31,68.91,14.0,14,0,0.74,1
5.15,9.07,0.25,54.13,10.3,0,0,0.86,1
11.29,16.78,0.38,121.85,22.59,1,0,0.52,1
14.58,15.14,0.46,180.32,29.17,17,0,0.9,1
